trading_code,company_name,sector,instrument_type,market_category,listing_status,observed_at,source_reference,verification_status
ILFSL,International Leasing & Financial Services Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
INDEXAGRO,Index Agro Industries Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
INTECH,Intech Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
INTRACO,Intraco Refueling Station PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
IPDC,IPDC Finance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ISLAMIBANK,Islami Bank Bangladesh PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ISLAMICFIN,Islamic Finance & Investment PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ISLAMIINS,Islami Insurance Bangladesh Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ISNLTD,Information Services Network Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ITC,IT Consultants PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
JAMUNABANK,Jamuna Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
JAMUNAOIL,Jamuna Oil PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
JANATAINS,Janata Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
JHRML,JMI Hospital Requisite Manufacturing Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
JMISMDL,JMI Syringes & Medical Devices Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
JUTESPINN,Jute Spinners Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
KARNAPHULI,Karnaphuli Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
KAY&QUE,Kay & Que (Bangladesh) Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
KBPPWBIL,Khan Brothers PP Woven Bag Industries Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
KDSALTD,KDS Accessories Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
KEYACOSMET,Keya Cosmetics Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
KOHINOOR,Kohinoor Chemical Company (Bangladesh) PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
KPCL,Khulna Power Company Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
KPPL,Khulna Printing & Packaging Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
KTL,Kattali Textile Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
LANKABAFIN,LankaBangla Finance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
LEGACYFOOT,Legacy Footwear Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
LHB,LafargeHolcim Bangladesh PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
LIBRAINFU,Libra Infusions Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
LINDEBD,Linde Bangladesh Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
LOVELLO,Taufika Foods and Lovello Ice-cream PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
LRBDL,Lub-rref (Bangladesh) Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
LRGLOBMF1,LR Global Bangladesh Mutual Fund One,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MAGURAPLEX,Magura Multiplex PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MAKSONSPIN,Maksons Spinning Mills PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MALEKSPIN,Malek Spinning Mills PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MARICO,Marico Bangladesh Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MATINSPINN,Matin Spinning Mills PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MBL1STMF,MBL 1st Mutual Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MBPLCPBOND,Mercantile Bank Perpetual Bond,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MEGCONMILK,Meghna Condensed Milk Industries Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MEGHNACEM,Meghna Cement Mills PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MEGHNAINS,Meghna Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MEGHNALIFE,Meghna Life Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MEGHNAPET,Meghna Pet Industries Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MERCANBANK,Mercantile Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MERCINS,Mercantile Islami Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
METROSPIN,Metro Spinning Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MHSML,Mozaffar Hossain Spinning Mills Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MIDASFIN,MIDAS Financing PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MIDLANDBNK,Midland Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MIRACLEIND,Miracle Industries Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MIRAKHTER,Mir Akhter Hossain Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MITHUNKNIT,Mithun Knitting and Dyeing Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MJLBD,MJL Bangladesh PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MLDYEING,M.L. Dyeing Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MONNOAGML,Monno Agro & General Machinery Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MONNOCERA,Monno Ceramic Industries Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MONNOFABR,Monno Fabrics Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MONOSPOOL,Monospool Bangladesh PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MPETROLEUM,Meghna Petroleum PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MTB,Mutual Trust Bank PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
MTBPBOND,Mutual Trust Bank Perpetual Bond,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NAHEEACP,Nahee Aluminum Composite Panel PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NATLIFEINS,National Life Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NAVANACNG,Navana CNG Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NAVANAPHAR,Navana Pharmaceuticals PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NBL,National Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NCCBANK,National Credit and Commerce Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NCCBLMF1,NCCBL Mutual Fund-1,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NEWLINE,New Line Clothings Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NFML,National Feed Mill Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NHFIL,National Housing Finance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NITOLINS,Nitol Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NORTHERN,Northern Jute Manufacturing Co. Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NORTHRNINS,Northern Islami Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NPOLYMER,National Polymer Industries PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NRBBANK,NRB Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NRBCBANK,NRBC Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NTC,National Tea Company Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NTLTUBES,National Tubes Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
NURANI,Nurani Dyeing & Sweater Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
OAL,Olympic Accessories Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
OIMEX,Oimex Electrode Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
OLYMPIC,Olympic Industries PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ONEBANKPLC,One Bank PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ORIONINFU,Orion Infusion Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ORIONPHARM,Orion Pharma Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PADMALIFE,Padma Islami Life Insurance Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PADMAOIL,Padma Oil PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PARAMOUNT,Paramount Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PBLPBOND,Pubali Bank Perpetual Bond,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PDL,Pacific Denims Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PENINSULA,The Peninsula Chittagong PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PEOPLESINS,Peoples Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PF1STMF,Phoenix Finance 1st Mutual Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PHARMAID,Pharma Aids Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PHENIXINS,Phoenix Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PHOENIXFIN,Phoenix Finance and Investments Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PHPMF1,PHP First Mutual Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PIONEERINS,Pioneer Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PLFSL,Peoples Leasing and Fin. Services Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
POPULAR1MF,Popular Life First Mutual Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
POPULARLIF,Popular Life Insurance Co. Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
POWERGRID,Power Grid Company of Bangladesh Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PRAGATIINS,Pragati Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PRAGATILIF,Pragati Life Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PREBPBOND,Premier Bank Perpetual Bond,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PREMIERBAN,The Premier Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PREMIERCEM,Premier Cement Mills PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PREMIERLEA,Premier Leasing & Finance Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PRIME1ICBA,Prime Bank 1st ICB AMCL Mutual Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PRIMEBANK,Prime Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PRIMEFIN,Prime Finance & Investment Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PRIMEINSUR,Prime Islami Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PRIMELIFE,Prime Islami Life Insurance Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PRIMETEX,Prime Textile Spinning Mills Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PROGRESLIF,Progressive Life Insurance Co. Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PROVATIINS,Provati Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PTL,Paramount Textile PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PUBALIBANK,Pubali Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
PURABIGEN,Purabi Gen. Insurance Company Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
QUASEMIND,Quasem Industries Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
QUEENSOUTH,Queen South Textile Mills Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RAHIMAFOOD,Rahima Food Corporation Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RAHIMTEXT,Rahim Textile Mills PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RAKCERAMIC,RAK Ceramics (Bangladesh) Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RANFOUNDRY,Rangpur Foundry Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RDFOOD,Rangpur Dairy & Food Products Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RECKITTBEN,Reckitt Benckiser (Bangladesh) PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
REGENTTEX,Regent Textile Mills Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RELIANCE1,Reliance One the first scheme of Reliance Insurance Mutual Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RELIANCINS,Reliance Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RENATA,Renata PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RENWICKJA,Renwick Jajneswar & Co (Bd) Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
REPUBLIC,Republic Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RINGSHINE,Ring Shine Textiles Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ROBI,Robi Axiata PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RSRMSTEEL,Ratanpur Steel Re-Rolling Mills Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RUNNERAUTO,Runner Automobiles PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RUPALIBANK,Rupali Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RUPALIINS,Rupali Insurance Company Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
RUPALILIFE,Rupali Life Insurance Company Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SAFKOSPINN,Safko Spinnings Mills Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SAIFPOWER,SAIF Powertec Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SAIHAMCOT,Saiham Cotton Mills Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SAIHAMTEX,Saiham Textile Mills Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SALAMCRST,S. Alam Cold Rolled Steels Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SALVO,Salvo Organic Industries PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SAMATALETH,Samata Leather Complex Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SAMORITA,Samorita Hospital Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SANDHANINS,Sandhani Life Insurance Company Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SAPORTL,Summit Alliance Port Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SAVAREFR,Savar Refractories Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SBACBANK,SBAC Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SEAPEARL,Sea Pearl Beach Resort & Spa Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SEB1PBOND,Southeast Bank 1st Perpetual Bond,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SEMLFBSLGF,SEML FBLSL Growth Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SEMLIBBLSF,SEML IBBL Shariah Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SHAHJABANK,Shahjalal Islami Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SHARPIND,Sharp Industries PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SHASHADNIM,Shasha Denims PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SHEPHERD,Shepherd Industries PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SHURWID,Shurwid Industries Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SHYAMPSUG,Shyampur Sugar Mills Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SIBL,Social Islami Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SICL,Sikder Insurance Company Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SILCOPHL,Silco Pharmaceuticals Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SILVAPHL,Silva Pharmaceuticals Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SIMTEX,Simtex Industries PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SINGERBD,Singer Bangladesh Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SINOBANGLA,Sinobangla Industries Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SIPLC,Sena Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SJIBLPBOND,SJIBL Mudaraba Perpetual Bond,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SKTRIMS,SK Trims & Industries Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SONALIANSH,Sonali Aansh Industries Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SONALILIFE,Sonali Life Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SONALIPAPR,Sonali Paper & Board Mills Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SONARBAINS,Sonar Bangla Insurance Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SONARGAON,Sonargaon Textiles Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SOUTHEASTB,Southeast Bank PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SPCERAMICS,Shinepukur Ceramics PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SPCL,Shahjibazar Power Co. Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SQUARETEXT,Square Textiles PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SQURPHARMA,Square Pharmaceuticals PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SSSTEEL,S. S. Steel Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
STANCERAM,Standard Ceramic Industries Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
STANDARINS,Standard Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
STANDBANKL,Standard Islami Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
STYLECRAFT,Stylecraft Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SUMITPOWER,Summit Power Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
SUNLIFEINS,Sunlife Insurance Company Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TAKAFULINS,Takaful Islami Insurance PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TALLUSPIN,Tallu Spinning Mills Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TAMIJTEX,Tamijuddin Textile Mills PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB10Y0127,10Y BGTB 18/01/2027,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB10Y0130,10Y BGTB 22/01/2030,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
